Datetime,Hash,Commit Msg,Filename,Removed Test Case,Manual Validation,Final Results,Ajay Manual Validation,Suraj Manual Validation,Ajay Comments,Suraj Comments
,,,,testBackSpace,yes,yes,yes,yes,,
,,,,testFormFeed,yes,yes,yes,yes,,
,,,,testSingleQuote,yes,yes,yes,yes,,
,,,,testSingleQuoteEscaped,yes,yes,yes,yes,,
,,,,testDoubleQuote,yes,yes,yes,yes,,
,,,,testDoubleQuoteEscaped,yes,yes,yes,yes,,
,,,,testBackslash,yes,yes,yes,yes,,
,,,,testUnicodeString,yes,yes,yes,yes,,
11/12/2010 11:12:46,822d1bc75e70538f01638955bf766316e416499c,moved contents of wsdef to greaze-definition.,IdTest.java,testRawTypeNotEqualToParameterizedOfConcreteType,yes,yes,yes,yes,,
,,,,testRawTypeEqualToParameterizedOfWildcardType,yes,yes,yes,yes,,
,,,,testStaticEquals,yes,yes,yes,yes,,
,,,IdTypeAdapterTest.java,testSerializeId,yes,yes,yes,yes,,
,,,,testDeserializeId,yes,yes,yes,yes,,
,,,CallPathTest.java,testVersionIsSkipped,yes,yes,yes,yes,,
,,,,testVersionNotPresent,yes,yes,yes,yes,,
,,,,testResourceIdPresent,yes,yes,yes,yes,,
,,,,testResourceIdWithEndSlashPresent,yes,yes,yes,yes,,
,,,,testVersionAndResourceIdPresent,yes,yes,yes,yes,,
,,,,testNullPath,yes,yes,yes,yes,,
,,,,testEmptyPath,yes,yes,yes,yes,,
,,,,testWhiteSpacePath,yes,yes,yes,yes,,
,,,TypedKeyTest.java,testEqualsForSameName,yes,yes,yes,yes,,
,,,,testEqualsFailsForDifferentClasses,yes,yes,yes,yes,,
11/16/2010 16:18:28,56344cf06786bf8cd031933a5fc39eeacde7d942,Remove duplicate test.,JsonParserTest.java,testParseSingleWordFails,yes,yes,yes,yes,,
12/03/2010 2:07:13,d1ddab2e6ffcd938ac0d133fd46caf5fb2417009,"Swap out GSON's type mechanics with the Type resolution code from Guice.

The most significant impact of this change is that fields whose types are type parameters should now GSONify just fine. For example, consider the class below.

abstract class Foo<A, B> {
   A a;
   B b;
   List<A> list;
   Map<A, List<B>> map;
}
class RealFoo extends Foo<String, Integer> {...}

This is a reasonable checkpoint but some work still needs to be done for this. In particular, the level of visibility of methods in TypeToken and Type should be reconsidered; we're exposing more than we need to!",TypeInfoArrayTest.java,testArray,yes,yes,yes,yes,,
,,,,testArrayOfArrays,yes,yes,yes,yes,,
,,,,testParameterizedArray,yes,yes,yes,yes,,
,,,,testParameterizedArrayOfArrays,yes,yes,yes,yes,,
,,,,testNestedParameterizedArray,yes,yes,yes,yes,,
,,,,testPrimitiveArray,yes,yes,yes,yes,,
,,,,testStringArray,yes,yes,yes,yes,,
,,,,testPrimitiveArrayType,yes,yes,yes,yes,,
,,,,testStringArrayType,yes,yes,yes,yes,,
,,,,testArrayAsParameterizedTypes,yes,yes,yes,yes,,
,,,TypeInfoFactoryTest.java,testSimpleField,yes,yes,yes,yes,,
,,,,testEnumField,yes,yes,yes,yes,,
,,,,testParameterizedTypeField,yes,yes,yes,yes,,
,,,,testNestedParameterizedTypeField,yes,yes,yes,yes,,
,,,,testGenericArrayTypeField,yes,yes,yes,yes,,
,,,,testTypeVariableField,yes,yes,yes,yes,,
,,,,testTypeVariableArrayField,yes,yes,yes,yes,,
,,,,testMutliDimensionalTypeVariableArrayField,yes,yes,yes,yes,,
,,,,testParameterizedTypeVariableField,yes,yes,yes,yes,,
,,,,testNestedParameterizedTypeVariableField,yes,yes,yes,yes,,
,,,,testParameterizedTypeVariableArrayField,yes,yes,yes,yes,,
,,,,testWildcardField,yes,yes,yes,yes,,
,,,,testArrayOfWildcardField,yes,yes,yes,yes,,
,,,,testListStringWildcardField,yes,yes,yes,yes,,
,,,,testArrayOfListStringWildcardField,yes,yes,yes,yes,,
,,,,testListTypeVariableWildcardField,yes,yes,yes,yes,,
,,,,testArrayOfListTypeVariableWildcardField,yes,yes,yes,yes,,
,,,TypeInfoMapTest.java,testInvalidConstruction,yes,yes,yes,yes,,
,,,,testNonMapConstruction,yes,yes,yes,yes,,
,,,,testBasicGetters,yes,yes,yes,yes,,
,,,,testMapImplementations,yes,yes,yes,yes,,
,,,TypeInfoTest.java,testPrimitive,yes,yes,yes,yes,,
,,,,testPrimitiveWrapper,yes,yes,yes,yes,,
,,,,testString,yes,yes,yes,yes,,
,,,,testObject,yes,yes,yes,yes,,
,,,,testPrimitiveType,yes,yes,yes,yes,,
,,,,testObjectType,yes,yes,yes,yes,,
,,,,testParameterizedTypes,yes,yes,yes,yes,,
,,,,testGenericizedGenericType,yes,yes,yes,yes,,
,,,,testStrangeTypeParameters,yes,yes,yes,yes,,
,,,TypeUtilsTest.java,testGetActualTypeForFirstTypeVariable,yes,yes,yes,yes,,
,,,,testIsArrayForNonArrayClasses,yes,yes,yes,yes,,
,,,,testIsArrayForArrayClasses,yes,yes,yes,yes,,
,,,,testToRawClassForNonGenericClasses,yes,yes,yes,yes,,
,,,,testToRawClassForGenericClasses,yes,yes,yes,yes,,
01/10/2011 16:47:36,0e5f6704cd5f438c55efe1fcf70c857f95f8190b,Added sonatype oss as parent for the pom. Diabled repository management with-in POM per instructions at: https://docs.sonatype.org/display/Repository/Sonatype+OSS+Maven+Repository+Usage+Guide,TypeTokenTest.java,testIsAssignableFromRawTypes,yes,yes,yes,yes,,
,,,,testIsAssignableFromWithTypeParameters,yes,yes,yes,yes,,
,,,,testIsAssignableFromWithBasicWildcards,yes,yes,yes,yes,,
,,,,testIsAssignableFromWithNestedWildcards,yes,yes,yes,yes,,
02/03/2011 21:09:41,114633fbf933c3085a189d20c62fadae0398fb39,Provide a means to add serialization or deserialization specific exclusion strategies.,ExclusionStrategy2AdapterTest.java,testConstruction,yes,yes,yes,yes,,
,,,,testAdapterDoesSameForBothModes,yes,yes,yes,yes,,
,,,FunctionWithInternalDependenciesTest.java,testUserDefinedExclusionPolicies,yes,yes,yes,yes,,
,,,ExclusionStrategyFunctionalTest.java,testExclusionStrategy2Serialization,yes,yes,yes,yes,,
04/12/2011 12:29:19,4917fc7f7628518ade0dfa11464192a17af1c7d1,"Lift restriction on naming when using the ""@SerializedNamed"" annotation.

Fix for Issue 290.",JsonFieldNameValidatorTest.java,testValidFieldBeginsWithDollarSign,yes,yes,yes,yes,,
,,,,testValidFieldBeginsWithUnderscore,yes,yes,yes,yes,,
,,,,testValidFieldBeginsWithLetter,yes,yes,yes,yes,,
,,,,testValidFieldMixingLetter,yes,yes,yes,yes,,
,,,,testInvalidFieldStartingWithNumbers,yes,yes,yes,yes,,
,,,,testInvalidFieldStartingTwoDollarSigns,yes,yes,yes,yes,,
,,,,testInvalidFieldStartingTwoUnderscores,yes,yes,yes,yes,,
,,,,testInvalidFieldStartingDollarUnderscore,yes,yes,yes,yes,,
,,,,testJavaAndJsKeywordAsFieldName,yes,yes,yes,yes,,
,,,,testInvalidCharacters,yes,yes,yes,yes,,
,,,,testDashesInFieldName,yes,yes,yes,yes,,
,,,,testSpacesInFieldName,yes,yes,yes,yes,,
,,,,testSpacesInBeginningOfName,yes,yes,yes,yes,,
07/12/2011 18:50:00,9cf579ef01e66dad2ffe907350d2d088497138a8,"Use Streams instead of Escaper.

Fixes issue 345.",EscaperTest.java,testNoSpecialCharacters,yes,yes,yes,yes,,
,,,,testNewlineEscaping,yes,yes,yes,yes,,
,,,,testCarrageReturnEscaping,yes,yes,yes,yes,,
,,,,testTabEscaping,yes,yes,yes,yes,,
,,,,testDoubleQuoteEscaping,yes,yes,yes,yes,,
,,,,testSingleQuoteEscaping,yes,yes,yes,yes,,
,,,,testLineSeparatorEscaping,yes,yes,yes,yes,,
,,,,testParagraphSeparatorEscaping,yes,yes,yes,yes,,
,,,,testControlCharBlockEscaping,yes,yes,yes,yes,,
,,,,testEqualsEscaping,yes,yes,yes,yes,,
,,,,testGreaterThanAndLessThanEscaping,yes,yes,yes,yes,,
,,,,testAmpersandEscaping,yes,yes,yes,yes,,
,,,,testSlashEscaping,yes,yes,yes,yes,,
,,,,testSingleQuoteNotEscaped,yes,yes,yes,yes,,
,,,,testRequiredEscapingUnicodeCharacter,yes,yes,yes,yes,,
,,,,testUnicodeCharacterStringNoEscaping,yes,yes,yes,yes,,
09/08/2011 23:20:25,f67940cb638fcf4d3443b057176bb1b84d054ac0,"Retire two old bad features
 - overriding primitive type adapters
 - auto unwrapping of single element arrays",ArrayTest.java,testArrayOfPrimitivesWithCustomTypeAdapter,yes,yes,yes,yes,,
,,,,testArrayOfObjectsWithoutTypeInfoDeserialization,yes,yes,yes,yes,,
,,,,testArrayWithoutTypeInfoDeserialization,yes,yes,yes,yes,,
09/09/2011 0:04:24,e19672d0a394d552469147e12a70bf81413f0076,Throw the right exceptions when primitives fail to parse.,PrimitiveTest.java,testPrimitiveIntegerAutoboxedInASingleElementArrayDeserialization,yes,yes,yes,yes,,
,,,,testPrimitiveLongAutoboxedInASingleElementArrayDeserialization,yes,yes,yes,yes,,
,,,,testPrimitiveBooleanAutoboxedInASingleElementArrayDeserialization,yes,yes,yes,yes,,
,,,,testPrimitiveDoubleAutoboxedInASingleElementArrayDeserialization,yes,yes,yes,yes,,
,,,,testBigDecimalInASingleElementArrayDeserialization,yes,yes,yes,yes,,
,,,,testBigIntegerInASingleElementArrayDeserialization,yes,yes,yes,yes,,
,,,,testOverridingDefaultPrimitiveSerialization,yes,yes,yes,yes,,
09/09/2011 0:23:01,da67003eeff2c506a2c84ac0ee4191a9e11c25df,"GSON 1.x uses arbitrary precision for primitive type conversion (so -122.08e-2132 != 0)
GSON 2.x uses double precision (so -122.08e-2132 == 0)",PrimitiveTest.java,testDeserializingBigDecimalAsLongFails,conflict,no,no,yes,,
09/09/2011 0:41:35,9424949245bb46bd63f3fed83e67daa9fdbdbff9,Don't unwrap single-element String arrays,StringTest.java,testStringValueAsSingleElementArrayDeserialization,yes,yes,yes,yes,,
09/09/2011 1:26:21,e7566085683827ae9278880c38e21a80ccd573d9,Forbid custom serializers for primitive types (so we can avoid boxing in the reflective and array adapters),CustomDeserializerTest.java,testCustomDeserializerReturnsNullForTopLevelPrimitives,yes,yes,yes,yes,,
,,,,testCustomDeserializerReturnsNullForPrimitiveFields,yes,yes,yes,yes,,
,,,CustomTypeAdaptersTest.java,testCustomSerializerForLong,no,no,no,no,,"refactored- and tested feature 
is not available"
,,,,testCustomDeserializerForLong,no,no,no,no,,"refactored- and tested feature 
is not available"
09/11/2011 2:04:56,25c6ae177b1ca56db7f3c29eb574bdd032a06165,"Down to 22 failing tests.

Consolidated all of the different code paths that we use to construct instances. We now have an ObjectConstructor class that knows what type it constructs; this means that we don't need to ever do reflection to lookup a constructor at construction time.

Cleaned up some buggy type adapters, particularly around handling of null.

Removed dead code for object graph navigation.

Moved some classes into 'internal' so they are visible to the 'bind' subpackage.

Turned some TypeAdapterFactory/TypeAdapter pairs inside out so that the TypeAdapter is now the inner class. This is necessary so that the factories can take parameters.

Added an API to request the 'next' type adapter for a type. This allows type adapters to compose other type adapters. We're using this in two places:
 - where the user has excluded a type from serialization but not deserialization, we need to use the ""default"" deserialization but interpose null on serialization. We create a type adapter that delegates for one and returns null for the other.
 - similarly when a DOM type serializer is registered but no deserializer, or vice versa.
This is the biggest change to the MiniGson core.

For backwards compatibility, return null for the empty string.

Simplify JsonSerializationContext/JsonDeserializationContext to simply call through to GSON. SerializeDefault is currently unsupported.

More useful error messages when calling getAsBoolean on a JsonNull.

Remove currently unused MemoryRefStack. We might need this back again, though wiring it back in will be much more difficult because we don't interject ourselves between the users' various type adapters.",DefaultConstructorAllocatorTest.java,testObjectConstructor,yes,yes,yes,yes,,
,,,,testMissingDefaultConstructor,yes,yes,yes,yes,,
,,,MappedObjectConstructorTest.java,testInstanceCreatorTakesTopPrecedence,yes,yes,yes,yes,,
,,,,testNoInstanceCreatorInvokesDefaultConstructor,yes,yes,yes,yes,,
,,,,testNoDefaultConstructor,yes,yes,yes,yes,,
,,,MemoryRefStackTest.java,testPeekEmptyStack,yes,yes,yes,yes,,
,,,,testPushPeekAndPop,yes,yes,yes,yes,,
,,,,testPopTooMany,yes,yes,yes,yes,,
,,,,testContains,yes,yes,yes,yes,,
,,,NullExclusionStrategyTest.java,testNeverSkipsClass,yes,yes,yes,yes,,
,,,,testNeverSkipsField,yes,yes,yes,yes,,
09/16/2011 0:40:05,c71e61cf4830ee950b8fbc601ccadfe4d7ab6d1a,"Converted EnumTypeAdapter to new style.
Got rid of default Hierarchy Serializer/Deserializers from DefaultTypeAdapters.
Got rid of methods for gettting default serializers/deserializers/instance creators. Instead we reuse the static final instances.
Fixed warnings in TypeAdapters where a parameterized type T was hiding the parameterized T in methods.
Removed support to unwrap single element array of enums into enum values. Also removed the test that verifies this behavior.",EnumTest.java,testTopLevelEnumInASingleElementArrayDeserialization,yes,yes,yes,yes,,
09/28/2011 13:00:34,2236c95c37e4ac882c20ac080e4ebc68b85b296c,Death to serializeDefault and deserializeDefault,SystemOnlyTypeAdaptersTest.java,testSerializeDefault,yes,yes,yes,yes,,
,,,,testDeserializeDefault,yes,yes,yes,yes,,
11/12/2011 17:32:44,172143df7c37482f8c1d43ac4bff769d40ee5ac9,Removing JsonObject.deepCopy() and JsonArray.deepCopy(),JsonArrayTest.java,testDeepCopy,yes,yes,yes,yes,,
,,,JsonObjectTest.java,testDeepCopy,yes,yes,yes,yes,,
11/20/2011 13:55:01,d391584d48ce87a36c88e804711a5f187e0b9086,"Register Gson 1.x tree-style adapters in the TypeAdapter.Factory list rather than in the ParameterizedTypeHandlerMap.

The motivation for this change is to give tree-style adapters precedence order in registration. This fixes the test I committed earlier today, where registration order was not honored.

This renamed ParameterizedTypeHandlerMap to the shorter 'TypeMap'. For type adapters, this is now only used for type hierarchy. We still need non-hierarchy support in TypeMap for instance creators; I'll be looking for workarounds to see if further simplification is possible here.",TypeMapTest.java,testTypeHierarchyRegisterIfAbsent,yes,yes,yes,yes,,
11/20/2011 23:08:23,f89e92aa9fd4c705655dbc0b0584defc996d796f,"Tighten up some of the fields naming policy code. The main thrust of this change is replacing classes like UpperCaseNamingPolicy with the corresponding method calls. Classes like CompositeFieldNamingPolicy are replaced by sequences of method calls. This also replaces unit tests with functional tests.

One nice benefit of this is a 3%/5.7KiB reduction in the size of gson.jar to 184KiB.",CamelCaseSeparatorNamingPolicyTest.java,testInvalidInstantiation,yes,yes,yes,yes,,
,,,,testUnderscoreSeparator,yes,yes,yes,yes,,
,,,,testMultiCharSeparator,yes,yes,yes,yes,,
,,,,testNameBeginsWithCapital,yes,yes,yes,yes,,
,,,,testExceptionPossiblyIncorrectSeparation,yes,yes,yes,yes,,
,,,FieldNamingStrategy2AdapterTest.java,testSimpleAdapter,yes,yes,yes,yes,,
,,,JavaFieldNamingPolicyTest.java,testFieldNamingPolicy,yes,yes,yes,yes,,
,,,,testNullField,yes,yes,yes,yes,,
,,,LowerCamelCaseSeparatorNamingPolicyTest.java,testNameBeginsWithLowerCase,yes,yes,yes,yes,,
,,,,testNameBeginsWithUpperCase,yes,yes,yes,yes,,
,,,,testExceptionPossiblyIncorrectSeparation,yes,yes,yes,yes,,
,,,,testUsingDashesInstead,yes,yes,yes,yes,,
,,,LowerCaseNamingPolicyTest.java,testAllLowerCase,yes,yes,yes,yes,,
,,,,testAllUpperCase,yes,yes,yes,yes,,
,,,,testMixedCase,yes,yes,yes,yes,,
,,,ModifyFirstLetterNamingPolicyTest.java,testInvalidConstruction,yes,yes,yes,yes,,
,,,,testLowerCaseFirstLetter,yes,yes,yes,yes,,
,,,,testUpperCaseFirstLetter,yes,yes,yes,yes,,
,,,,testSingleCharacterField,yes,yes,yes,yes,,
,,,,testFieldStartsWithUnderscore,yes,yes,yes,yes,,
,,,,testFieldStartsWithUnderscoreFollowedBySingleLetter,yes,yes,yes,yes,,
,,,,testFieldHasSingleNonLetter,yes,yes,yes,yes,,
,,,,testFieldHasNoLetters,yes,yes,yes,yes,,
,,,SerializedNameAnnotationInterceptingNamingPolicyTest.java,testFieldWithAnnotation,yes,yes,yes,yes,,
,,,,testFieldWithoutAnnotation,yes,yes,yes,yes,,
,,,UpperCamelCaseSeparatorNamingPolicyTest.java,testAllLowerCase,yes,yes,yes,yes,,
,,,,testAllUpperCase,yes,yes,yes,yes,,
,,,,testAllUpperCaseExceptFirst,yes,yes,yes,yes,,
,,,,testAllUpperCaseStartingWithUnderscore,yes,yes,yes,yes,,
,,,,testMixedCase,yes,yes,yes,yes,,
,,,UpperCaseNamingPolicyTest.java,testAllLowerCase,yes,yes,yes,yes,,
,,,,testAllUpperCase,yes,yes,yes,yes,,
,,,,testMixedCase,yes,yes,yes,yes,,
11/22/2011 0:07:18,fed332906debe74d0879c77a03825b66f7970c41,"Create a single, monolithic class to manage all exclusion strategies. This gets our file size within target of 177KiB.

I intend to follow this up with a builder for our new class to avoid multiple-argument constructor calls.",DisjunctionExclusionStrategyTest.java,testBadInstantiation,yes,yes,yes,yes,,
,,,,testSkipFieldsWithMixedTrueAndFalse,yes,yes,yes,yes,,
,,,,testSkipFieldsWithFalseOnly,yes,yes,yes,yes,,
,,,VersionExclusionStrategyTest.java,testDisallowNegativeValuesAndFailFast,yes,yes,yes,yes,,
11/22/2011 1:37:13,aa2f61b7d8defddc2a78de43b8042178241daedb,"Rename GsonExclusionStrategy to Excluder. The new class is its own factory, which simplifies its caller in GsonBuilder. It no longer implements ExclusionStrategy, which allows the callers to pass in a boolean for serialize/deserialize. This allows us to use one excluder for both code paths. The delegate ExclusionStrategy instances might end up not being shared so it has two lists internally.",FunctionWithInternalDependenciesTest.java,testAnonymousLocalClassesSerialization,yes,yes,yes,yes,,
11/23/2011 0:16:55,1794182a560588973c6ec131e9c24bd39508433d,"Commit to factories as the mechanism to lookup type adapters. This uses factories for type hierarchy adapters. We keep a separate list of factories for tree-style adapters registered with registerTypeHierarchyAdapter to guarantee that these come after the non-hierarchy adapters.

This drops support for type hierarchy instance creators. I don't expect this to be a problem. We'll also detect fewer errors where multiple type adapters can serialize the same type. With APIs like getNextTypeAdapter, I think this might actually be an improvement!",JsonDeserializerExceptionWrapperTest.java,testRethrowJsonParseException,yes,yes,yes,yes,,
,,,,testWrappedExceptionPropagation,yes,yes,yes,yes,,
,,,,testProperSerialization,yes,yes,yes,yes,,
,,,TypeHierarchyAdapterTest.java,testRegisterSubTypeFirstNotAllowed,no,no,no,no,,refactored- functionality was changed
,,,TypeMapTest.java,testNullMap,yes,yes,yes,yes,,
,,,,testHasGenericButNotSpecific,yes,yes,yes,yes,,
,,,,testHasSpecificType,yes,yes,yes,yes,,
,,,,testTypeOverridding,yes,yes,yes,yes,,
,,,,testMakeUnmodifiable,yes,yes,yes,yes,,
,,,,testTypeHierarchy,yes,yes,yes,yes,,
,,,,testTypeHierarchyMultipleHandlers,yes,yes,yes,yes,,
,,,,testReplaceExistingTypeHierarchyHandler,yes,yes,yes,yes,,
,,,,testHidingExistingTypeHierarchyHandlerIsDisallowed,yes,yes,yes,yes,,
11/26/2011 9:30:38,4c06b013697d06b327f3c537e23181887aeab774,Cache all computed type adapters. On one particularly violent test (issue 375) this improves performance by 77%.,LruCacheTest.java,testCacheHitAndMiss,yes,yes,yes,yes,,
,,,,testCacheKeyOverwrite,yes,yes,yes,yes,,
,,,,testCacheEviction,yes,yes,yes,yes,,
04/12/2012 13:15:56,7b61e784c0c55870225637de639f43fe71cc2492,Remove testParameterizedMapSubclassDeserialization that never passed. We'll eventually add an equivalent to the extras/ package.,MapTest.java,testParameterizedMapSubclassDeserialization,yes,yes,yes,yes,,
06/29/2012 21:37:49,dc4e43bb237c3878d12902e562ac352cbf463333,"Permit users to define type adapters for primitive types and strings.
 
 Also expose an API to get the field naming strategy.",CustomTypeAdaptersTest.java,testCustomSerializerForbiddenForPrimitives,no,no,no,no,,refactored- previously unavailable functionality is available
,,,,testCustomDeserializerForbiddenForPrimitives,no,no,no,no,,
09/04/2012 16:10:12,d1ff7bb397d10ab60136ebaedb5db9c7009cbeca,Deleted spurious directory gson-codegen. The real codegen code is in trunk/codegen,CodeGenFunctionalTest.java,testGeneratedJson,yes,yes,yes,yes,,
09/16/2012 22:30:20,2fef83799de82f67f2124908e982c773c49a6153,"Optimizations and bug fixes for LinkedHashTreeMap.

The most interesting optimization is to replace ArrayDeque with a manual linked list that reuses the nodes 'parent' field. These optimizations save about 20%.",LinkedHashTreeMapTest.java,testContainsNonComparableKeyThrows,yes,yes,yes,yes,,
10/11/2012 15:29:40,714ac8e64399eb156abc4ce3e517185c098fb7e6,added tests for using intercept in fields and lists. These tests are currently failing.,InterceptorTest.java,testPostDeserialize,yes,yes,yes,yes,,
04/04/2013 16:31:23,af6aa5f782dcfc38a060d2de9476337e14ffedcb,Use the LinkedHashTreeMap instead of LinkedTreeMap and delete the LinkedTreeMap version.,LinkedTreeMapTest.java,testPutAndGet,yes,yes,yes,yes,,
,,,,testGetAndContainsNullKey,yes,yes,yes,yes,,
,,,,testDisallowPutForNullKeys,yes,yes,yes,yes,,
,,,,testSingleElement,yes,yes,yes,yes,,
,,,,testAddAndRemove,yes,yes,yes,yes,1 test missing in the sheet,
,,,,testInsertionOrderPreserved,yes,yes,yes,yes,,
03/09/2014 1:30:37,b9998e511f3a3c19d52c104d66d78037eaff88ec,deleted support for the magic GSON_TYPE_ADAPTER field,GsonFieldTypeAdapterTest.java,testFieldAdapterInvoked,yes,yes,yes,yes,,
,,,,testRegisteredAdapterOverridesFieldAdapter,yes,yes,yes,yes,,
,,,,testRegisteredSerializerOverridesFieldAdapter,yes,yes,yes,yes,,
,,,,testRegisteredDeserializerOverridesFieldAdapter,yes,yes,yes,yes,,
,,,,testFieldAdapterNotInvokedIfNull,yes,yes,yes,yes,,
,,,,testNonStaticFieldAdapterNotInvoked,yes,yes,yes,yes,,
,,,,testIncorrectTypeAdapterNotInvoked,yes,yes,yes,yes,,
,,,,testSuperclassTypeAdapterNotInvoked,yes,yes,yes,yes,,
01/18/2016 14:07:33,c8627c8ab831dec86eeb52fc02600b22c81ba858,Update reader and writer for RFC 7159.,JsonReaderTest.java,testNoTopLevelObject,no,no,no,no,,refactor
,,,,testStrictTopLevelString,conflict,no,no,yes,,reader.nextString() does not appear
,,,,testLenientTopLevelString,no,no,no,no,,refactor
,,,,testStrictTopLevelValueType,no,no,no,no,,refactor
02/25/2016 19:38:48,79a00cd90695c9ab72f301ca30fe2cbbc1fe8e36,"incorporated code review feedback. Simplified the code, merged Device and Control and removed unnecessary fields.",JsonAdapterNullSafeTest.java,testTypeAdapterFactoryNullSafeBug,conflict,no,no,yes,,
09/17/2021 19:21:37,26a1928277f7eba70609f02697509ba9258dd8ef,"Fix `RuntimeTypeAdapterFactory` depending on internal `Streams` class (#1959)

* Fix RuntimeTypeAdapterFactory depending on internal Streams class

* Clean up gson-extras project, make it Maven module of gson-parent

* Remove broken test from GraphAdapterBuilderTest",GraphAdapterBuilderTest.java,testSerializationDirectSelfReference,yes,yes,yes,yes,,
11/01/2021 17:09:14,e0de45ff69ba3daacc3b7623cc74fc69a4eaf6d0,"Delete unused LinkedHashTreeMap (#1992)

Class seems to be unused since commit f29d5bc37b52c4b8d2ad15a10bb0c7f684c1d45d.
Gson currently only uses LinkedTreeMap.",LinkedHashTreeMapTest.java,testIterationOrder,yes,yes,yes,yes,,
,,,,testRemoveRootDoesNotDoubleUnlink,yes,yes,yes,yes,,
,,,,testPutNullKeyFails,yes,yes,yes,yes,,
,,,,testPutNonComparableKeyFails,yes,yes,yes,yes,,
,,,,testContainsNonComparableKeyReturnsFalse,yes,yes,yes,yes,,
,,,,testContainsNullKeyIsAlwaysFalse,yes,yes,yes,yes,,
,,,,testPutOverrides,yes,yes,yes,yes,,
,,,,testEmptyStringValues,yes,yes,yes,yes,,
,,,,testForceDoublingAndRehash,yes,yes,yes,yes,,
,,,,testClear,yes,yes,yes,yes,,
,,,,testEqualsAndHashCode,yes,yes,yes,yes,,
,,,,testAvlWalker,yes,yes,yes,yes,,
,,,,testAvlBuilder,yes,yes,yes,yes,,
,,,,testDoubleCapacity,yes,yes,yes,yes,,
,,,,testDoubleCapacityAllNodesOnLeft,yes,yes,yes,yes,,
,,,,testJavaSerialization,yes,yes,yes,yes,,
